u,g,r,i,z,class
24.57213,22.98014,21.01092,20.03114,19.45687,GALAXY
22.71018,22.07674,19.99343,19.07553,18.57986,GALAXY
22.10432,21.3394,21.18917,21.03605,20.89966,QSO
20.6746,18.67048,17.4153,16.91114,16.57604,GALAXY
25.476,21.27977,19.31582,18.68638,18.30071,GALAXY
20.33029,18.22867,17.06565,16.58589,16.21257,GALAXY
22.08672,20.74382,18.98589,18.35736,17.98228,GALAXY
22.62924,20.68687,18.99364,18.01973,17.55969,GALAXY
21.04803,19.12418,17.74999,17.13191,16.74709,GALAXY
20.81552,18.71196,17.43307,16.91802,16.52086,GALAXY
22.87647,22.09985,20.91203,19.84697,19.38753,GALAXY
19.86244,19.50575,19.13829,19.15696,19.03504,QSO
19.22035,17.82384,16.97772,16.62783,16.28181,GALAXY
23.96326,21.73727,20.80726,19.96734,19.60913,GALAXY
20.30128,18.29506,17.24757,16.77405,16.41153,GALAXY
21.4584,19.61776,17.76414,17.12742,16.78246,GALAXY
19.7414,17.78143,16.80702,16.38069,16.03776,GALAXY
19.98629,19.5259,19.36037,19.09364,19.06762,QSO
22.48388,20.14467,18.53628,17.8972,17.43651,GALAXY
20.20166,18.05048,17.0097,16.39595,16.1419,GALAXY
20.76484,19.97738,19.6722,19.52556,19.33438,QSO
23.8823,23.60743,21.16222,20.12044,19.75719,GALAXY
22.574,22.32389,20.62643,19.67918,19.13148,GALAXY
21.02966,19.15189,17.77908,17.26104,16.91,GALAXY
25.82779,23.06865,20.87361,19.87558,19.2851,GALAXY
19.27953,18.24059,17.71053,17.3288,17.11981,GALAXY
21.78492,19.81348,18.31546,17.70159,17.26056,GALAXY
26.02075,21.72893,20.04505,19.23059,18.84143,GALAXY
19.87716,18.1179,17.25276,16.79788,16.41716,GALAXY
22.72154,22.00975,20.99779,20.89842,20.38883,QSO
24.43725,22.45464,20.69595,19.83399,19.41108,GALAXY
22.41517,21.0927,20.3097,19.55655,19.07892,GALAXY
23.74032,22.96299,20.9106,20.00883,19.37319,GALAXY
24.60857,22.53892,20.54506,19.47705,18.99551,GALAXY
23.48838,21.30956,19.4787,18.81328,18.43772,GALAXY
23.61225,22.53957,20.8937,19.82189,19.34231,GALAXY
19.64067,18.2716,17.36,16.85778,16.53795,GALAXY
25.58423,22.47302,21.04704,19.93526,19.46567,GALAXY
23.08678,21.20538,19.95121,19.16851,18.70314,GALAXY
22.66197,20.76791,18.78079,18.11369,17.77297,GALAXY
19.14868,18.92087,18.74717,18.63767,18.3654,QSO
19.34891,17.32277,16.37765,15.93791,15.60237,GALAXY
24.09897,21.97007,20.37271,19.56563,19.11568,GALAXY
20.14356,18.24588,17.36485,16.9449,16.63872,GALAXY
20.13365,18.67476,17.85324,17.35355,17.00794,GALAXY
25.66986,23.39692,21.74067,20.64162,19.82975,GALAXY
21.87512,20.92143,20.88054,20.83578,20.55996,QSO
23.24637,20.44936,18.91702,18.36264,17.95457,GALAXY
24.06618,21.08218,19.27969,18.55818,18.10106,GALAXY
22.9605,22.13491,20.16541,19.0475,18.68983,GALAXY
20.93058,18.67724,17.45899,16.98196,16.52032,GALAXY
18.83142,16.94431,16.066,15.65152,15.32556,GALAXY
19.83197,18.47724,17.73921,17.26257,16.95095,GALAXY
23.45481,23.37317,21.10833,19.94028,19.48867,QSO
22.24547,22.95655,20.95119,19.86982,19.45857,GALAXY
19.56294,18.336,17.6276,17.22362,16.94459,GALAXY
22.00566,21.402,21.39853,21.45768,20.81558,QSO
23.1743,21.70549,19.96327,18.90706,18.40327,GALAXY
23.53024,23.08761,21.17723,20.1606,19.95573,GALAXY
20.2094,18.72601,17.9115,17.46701,17.21126,GALAXY
24.67533,21.25163,20.01133,18.97255,18.57856,GALAXY
21.73933,19.73777,18.21875,17.59695,17.18894,GALAXY
24.52695,21.1255,19.37468,18.65103,18.18023,GALAXY
23.16039,22.50593,20.71295,19.80057,19.36564,GALAXY
19.49084,17.88325,17.26057,16.90646,16.65426,GALAXY
22.502,21.96438,20.42179,19.57354,19.10663,GALAXY
21.1214,18.90778,17.60188,17.07601,16.69514,GALAXY
26.00666,22.40119,21.17971,20.03623,19.5343,GALAXY
22.4896,19.90319,18.30796,17.69193,17.32295,GALAXY
25.62017,22.36899,20.50494,19.6262,19.10531,GALAXY
19.74569,18.26687,17.45165,17.66195,17.28102,GALAXY
21.267,19.37737,17.88,17.28565,16.81388,GALAXY
24.62639,21.05046,20.57724,20.3384,20.50842,QSO
21.96756,20.87252,21.19157,20.81998,20.49454,QSO
20.37403,18.27618,17.45163,16.98547,16.65715,GALAXY
26.00858,23.10339,21.28879,20.16521,19.75857,GALAXY
19.29294,17.3814,16.46739,16.04754,15.71246,GALAXY
20.75249,18.72318,17.64304,17.17539,16.84217,GALAXY
19.73788,18.26636,17.52465,17.12572,16.83364,GALAXY
27.19531,21.97025,20.28095,19.30664,18.8695,GALAXY
19.83072,18.38064,17.47673,17.01052,16.68841,GALAXY
25.16236,23.12663,21.26662,20.11631,19.53451,GALAXY
20.35002,19.47715,19.49577,19.50522,19.18866,QSO
20.75917,18.32234,17.0929,16.58094,16.19704,GALAXY
20.65752,18.60159,17.5034,17.04391,16.72675,GALAXY
24.65987,22.87127,21.0875,19.63576,19.12103,GALAXY
20.25321,19.63287,19.64973,19.61915,19.31551,QSO
19.51203,17.94193,17.29558,16.93595,16.68438,GALAXY
19.45758,18.29203,17.71073,17.29995,17.10655,GALAXY
21.1585,19.45712,18.79268,18.55795,18.43037,GALAXY
20.12092,18.69415,17.96586,17.53222,17.35123,GALAXY
20.70783,18.78091,17.70969,17.1895,16.77412,GALAXY
19.46301,17.80549,16.63376,16.00749,15.45163,GALAXY
17.45203,15.50059,14.5773,14.14114,13.81289,GALAXY
25.3049,20.68428,18.9135,18.21255,17.75676,GALAXY
25.55118,20.95005,19.07173,18.48393,18.1554,GALAXY
27.05151,21.35766,19.96054,19.04154,18.43221,GALAXY
27.02121,21.41216,19.31857,18.65137,18.21848,GALAXY
21.13629,18.96883,17.88498,17.42074,17.05557,GALAXY
18.94723,17.49584,16.68891,16.23895,15.85704,GALAXY
19.24375,17.73302,16.93751,16.48981,16.14938,GALAXY
18.73264,16.93491,16.03367,15.56374,15.21298,GALAXY
18.14341,16.74912,16.06135,15.65325,15.37732,GALAXY
22.17733,22.06969,21.14617,20.15821,19.83006,QSO
22.64724,22.71103,20.47601,19.23765,18.70567,GALAXY
19.23097,17.46694,16.33116,15.68619,15.215,GALAXY
18.49166,18.1895,18.09401,17.99944,17.83848,QSO
21.23149,18.73352,17.51856,16.9168,16.43629,GALAXY
26.25829,22.55312,20.6446,19.68866,19.50336,GALAXY
18.41549,17.29287,17.08736,16.91105,16.82241,GALAXY
23.11704,21.17048,20.70661,20.59943,20.42735,QSO
26.26583,21.58876,21.03664,21.05495,20.67907,QSO
20.10128,18.06542,17.00098,16.4371,15.99221,GALAXY
20.46071,19.85956,19.86582,19.79819,19.70687,QSO
22.06933,20.60181,18.78088,18.16918,17.74359,GALAXY
21.44699,19.59208,18.14513,17.54696,17.1323,GALAXY
20.887,19.23918,17.88993,17.31345,16.92916,GALAXY
27.20293,23.74144,20.97143,19.63242,19.19899,GALAXY
19.57384,17.78806,16.91681,16.46767,16.14128,GALAXY
18.69349,18.49888,18.25854,18.05295,17.76027,QSO
23.69798,22.12152,20.81507,19.68046,19.17093,GALAXY
23.463,21.80644,20.38621,19.43451,19.02835,GALAXY
20.77292,18.78932,17.68659,17.14421,16.70457,GALAXY
25.10896,21.97476,20.63,19.65803,19.23027,GALAXY
20.48668,20.11646,20.33293,20.05376,19.7185,QSO
20.63404,18.48429,17.43067,16.93875,16.56759,GALAXY
18.94173,17.74698,17.19097,16.84787,16.60954,GALAXY
26.97124,21.05976,19.2637,18.47875,18.0073,GALAXY
18.45902,17.61983,17.25014,17.03057,16.85587,GALAXY
22.62309,23.36555,21.25828,20.0232,19.93284,GALAXY
23.47701,23.82094,21.2784,19.98652,19.60723,GALAXY
25.25526,22.63355,20.7732,19.8381,19.38217,GALAXY
24.03437,21.21613,19.1353,18.36654,17.88531,GALAXY
22.3419,20.87539,20.17873,19.36433,19.10276,QSO
24.89116,22.82976,20.84778,19.73791,19.23989,GALAXY
18.68535,17.46528,16.93341,16.59497,16.46295,GALAXY
20.14848,19.72653,19.06877,18.59688,18.44001,QSO
24.80945,22.94685,20.87464,19.74199,19.23397,GALAXY
19.58236,18.16424,17.61038,17.29964,17.05062,GALAXY
25.9223,23.05388,21.25545,20.22803,19.69537,QSO
24.50401,22.01454,20.57994,19.66753,19.05221,GALAXY
22.02781,21.51394,20.38682,19.40766,19.0686,GALAXY
20.95614,18.89455,17.60683,17.09589,16.73179,GALAXY
19.93694,17.70053,16.64895,16.20682,15.83706,GALAXY
18.4675,16.45149,15.52727,15.07429,14.70734,GALAXY
20.42329,18.80211,17.64293,17.11599,16.77283,GALAXY
22.72262,20.56668,19.72387,19.39396,19.22187,GALAXY
18.09692,17.98172,17.97158,17.891,17.29594,QSO
23.58031,22.06007,20.31919,19.4274,19.01539,GALAXY
22.77855,22.18724,22.13124,21.95017,21.38361,QSO
26.02875,22.98162,20.81361,19.7563,19.5417,GALAXY
19.1529,17.87517,17.48003,17.13778,17.0288,GALAXY
18.72188,17.71997,17.31576,17.01017,16.86703,GALAXY
20.77289,20.01816,19.85717,19.78861,19.62956,QSO
25.78101,22.92694,21.24254,20.15977,19.7018,GALAXY
24.0112,22.7865,20.99543,19.68427,19.1565,GALAXY
23.44773,22.52409,20.83534,19.86163,19.24879,GALAXY
23.33233,22.80286,20.78192,19.60045,18.92352,GALAXY
19.17147,17.19209,16.29243,15.85405,15.53005,GALAXY
21.68884,21.19494,21.04281,20.97015,20.92616,QSO
24.62836,22.4581,20.82185,19.7493,19.23399,GALAXY
26.19772,20.67536,19.02136,18.35912,17.88429,GALAXY
18.91944,17.80179,17.39375,17.17265,17.08438,GALAXY
22.98282,22.02499,20.49908,19.37527,18.93942,GALAXY
20.64523,18.77555,17.75381,17.28824,16.94093,GALAXY
23.9934,23.17288,21.45652,20.26343,19.877,GALAXY
25.9906,21.49391,19.57533,18.86051,18.47431,GALAXY
21.04378,19.06033,17.70283,17.17554,16.77233,GALAXY
24.63466,22.7762,21.08372,19.8991,19.94765,GALAXY
21.04219,19.00538,17.95141,17.49502,17.14061,GALAXY
24.41344,22.89873,20.91155,19.71148,19.32911,GALAXY
20.63931,19.89408,18.85159,18.38611,17.95377,QSO
20.3271,18.26213,16.99711,16.40756,15.87915,GALAXY
24.31212,22.18422,20.48066,19.67912,19.2213,GALAXY
25.11497,22.167,20.4223,19.46671,19.11391,GALAXY
18.34369,16.24745,15.20149,14.67148,14.27895,GALAXY
22.86883,22.3869,20.55875,19.71041,19.32392,GALAXY
21.01272,20.19912,20.01621,19.95708,19.65974,QSO
19.12503,17.79423,17.11654,16.686,16.35192,GALAXY
20.27606,18.81512,18.00134,17.58974,17.22041,GALAXY
18.88596,17.49399,16.90939,16.59505,16.36672,GALAXY
17.15821,15.62262,14.91803,14.51571,14.16625,GALAXY
17.26565,15.99065,15.33806,14.89804,14.63466,GALAXY
20.55062,19.89785,19.64054,19.50208,19.21265,QSO
21.83928,24.87722,24.92756,24.65174,22.34646,QSO
24.66659,21.48478,19.63295,18.84778,18.33396,GALAXY
25.06198,21.56264,19.54577,18.80544,18.28345,GALAXY
22.68889,20.75634,19.09474,18.47044,18.07208,GALAXY
24.90555,20.1139,18.48917,17.92186,17.51104,GALAXY
19.66104,17.909,17.03337,16.62531,16.27103,GALAXY
24.51254,22.3154,20.78425,19.5508,19.20439,GALAXY
25.83909,22.32176,20.54077,19.5759,18.94182,GALAXY
23.46886,22.98826,20.98974,19.94532,19.3752,GALAXY
23.77041,22.82881,20.89703,19.8044,19.36569,GALAXY
23.17607,21.7905,21.60638,21.67909,21.11416,QSO
25.6243,22.83141,21.49581,20.41267,20.17774,GALAXY
20.58328,20.28274,20.75535,19.72379,21.94215,GALAXY
21.68005,19.60154,18.04925,17.48933,17.11164,GALAXY
20.48269,18.81157,17.94477,17.51601,17.14828,GALAXY
23.95956,22.25672,20.93352,20.75311,22.18954,GALAXY
22.55465,21.76446,20.3954,19.4608,19.57786,GALAXY
21.71873,19.49517,18.055,17.47142,17.10769,GALAXY
19.81754,18.14229,17.31506,16.93316,16.5988,GALAXY
22.05651,20.09633,19.91259,19.70536,19.59903,QSO
27.27456,21.77641,19.79958,18.98209,18.4058,GALAXY
21.8601,20.03927,19.56395,19.45186,19.45658,QSO
26.3214,22.41943,20.54957,19.65129,19.2041,GALAXY
18.00657,16.01458,15.09018,14.6541,14.29588,GALAXY
23.7735,22.45691,20.54495,19.42559,19.01717,GALAXY
25.1598,22.44856,20.84651,19.81989,19.3619,GALAXY
24.27097,21.98724,20.31074,19.3351,18.86994,GALAXY
22.74068,21.65542,19.76957,19.07082,18.62669,GALAXY
23.54008,21.87929,20.07975,19.24324,18.88789,GALAXY
23.09225,22.42892,20.90428,19.85882,19.54239,GALAXY
22.64288,22.32815,20.63488,19.69081,19.17299,GALAXY
23.67752,23.4599,21.3986,20.16176,19.61865,GALAXY
24.83341,21.90792,21.13758,21.04962,20.89898,QSO
23.31495,22.66854,21.37354,20.16412,19.77241,GALAXY
19.23185,18.07982,17.5792,17.26785,17.10858,GALAXY
25.62982,23.02442,21.16004,20.20906,19.82657,GALAXY
19.53743,17.75394,16.68814,16.19223,15.83221,GALAXY
22.02872,21.38959,21.72934,21.94657,21.1334,GALAXY
21.07974,19.19101,17.86886,17.35292,16.98725,GALAXY
18.7438,17.51802,16.95585,16.61335,16.4623,GALAXY
23.37398,23.13964,21.36236,20.03137,19.33206,GALAXY
22.59124,21.44161,20.02384,19.24182,19.67625,QSO
20.13419,18.70789,17.63858,17.15143,16.8154,GALAXY
20.73532,18.74627,17.6923,17.20819,16.8126,GALAXY
19.4294,17.74756,16.89365,16.45098,16.20591,GALAXY
21.39877,19.86055,19.1184,18.69954,18.57522,GALAXY
18.85658,16.85813,15.88173,15.40823,15.01339,GALAXY
22.29239,19.71299,18.22888,17.60058,17.25071,GALAXY
21.07048,18.49666,17.42853,16.87585,16.4628,GALAXY
25.14789,22.87699,21.05511,19.99667,19.68911,GALAXY
23.50859,18.57959,17.25104,16.72261,16.32726,GALAXY
20.83116,18.67051,17.55273,17.04557,16.49652,GALAXY
19.68226,18.84744,18.21025,18.0547,18.04042,QSO
22.70868,20.66079,18.73539,18.09086,17.64781,GALAXY
20.00983,17.87316,16.77066,16.34748,15.94817,GALAXY
25.12873,24.0206,20.9659,19.95136,19.6601,GALAXY
18.45455,16.94073,16.1629,15.74588,15.41726,GALAXY
21.57081,21.44063,21.38344,20.72155,20.88089,QSO
20.80148,18.95729,17.70046,17.14546,16.70378,GALAXY
21.27936,18.93637,17.69236,17.17555,16.81108,GALAXY
20.90712,18.95829,17.56189,17.01463,16.62929,GALAXY
19.21835,18.10571,17.43447,17.03715,16.83485,GALAXY
20.06184,18.52008,17.33694,16.84458,16.4916,GALAXY
24.8933,20.8582,19.08953,18.45576,18.00448,GALAXY
23.14706,22.40063,20.44755,19.54305,19.08252,GALAXY
26.35361,20.9766,19.02913,18.17512,17.76824,GALAXY
22.40794,20.51134,19.38609,18.74759,18.32938,GALAXY
26.94943,22.7389,20.61428,19.63021,19.09209,GALAXY
20.14016,18.42585,17.45664,16.98576,16.62432,GALAXY
18.75118,17.12823,16.4791,16.22811,16.08293,GALAXY
21.1032,18.70885,17.57854,17.09967,16.77921,GALAXY
23.9767,22.14771,20.41686,19.5403,19.27215,GALAXY
19.42348,17.77901,16.81112,16.27001,15.84169,GALAXY
25.144,23.16928,21.42456,20.05981,19.36864,GALAXY
20.48631,18.31541,17.16872,16.65413,16.25344,GALAXY
24.552,22.1613,20.84001,20.05893,20.01501,GALAXY
20.13382,17.96701,16.86351,16.37238,15.97158,GALAXY
21.19533,20.43586,20.03661,19.73139,19.25143,QSO
23.94497,22.20307,20.7067,19.80348,19.2661,GALAXY
26.02928,22.79474,20.91702,19.85112,19.55193,GALAXY
23.76193,21.98342,20.86963,20.0039,19.54911,GALAXY
26.27847,21.85927,20.29198,19.47581,19.02066,GALAXY
22.84789,22.13011,20.31007,19.45686,19.02677,GALAXY
23.73007,19.82231,18.3695,17.78069,17.50832,GALAXY
20.69865,20.14573,19.88083,19.99266,19.82299,QSO
24.76436,22.3622,20.70745,19.69844,19.39501,GALAXY
21.40649,20.44375,19.02243,18.74999,18.64956,QSO
19.46498,18.22781,17.75476,17.39917,17.3011,GALAXY
20.42339,18.61254,17.50019,16.9664,16.57556,GALAXY
20.43451,19.7165,19.73549,19.7361,19.53681,QSO
26.14547,22.28344,20.70642,19.75635,19.448,GALAXY
22.36257,21.12516,21.21593,20.95363,20.33607,QSO
23.20892,22.09348,20.6384,19.61457,19.1262,GALAXY
25.23768,20.85124,19.13025,18.49685,18.02983,GALAXY
23.9613,21.04139,19.31987,18.58411,18.06038,GALAXY
24.08055,21.06481,19.10688,18.31215,17.70006,GALAXY
26.21588,22.44433,20.65604,19.47933,18.8773,GALAXY
19.38072,17.38953,16.26663,15.75659,15.36963,GALAXY
25.15858,21.60882,19.73915,19.03615,18.50031,GALAXY
21.72482,20.07972,18.29843,17.66121,17.25906,GALAXY
22.29928,21.5026,20.3314,19.50071,19.06786,GALAXY
22.89242,22.01164,20.16299,19.20487,18.69641,GALAXY
19.16442,17.97469,17.56719,17.22249,17.08448,GALAXY
19.46403,18.14614,17.37638,16.94839,16.72287,GALAXY
23.64864,21.96082,22.17043,22.19963,21.24846,QSO
22.65854,22.15922,20.74871,19.80934,19.21269,GALAXY
26.14088,23.03828,21.36055,20.18832,19.71667,GALAXY
21.37985,20.40424,20.25171,20.0217,19.53526,QSO
19.59945,18.26163,17.74958,17.45231,17.27181,GALAXY
24.378,23.00524,21.03789,19.92073,19.48676,GALAXY
23.41155,23.01951,20.72206,19.58375,19.17889,GALAXY
19.06394,17.18363,16.28974,15.85744,15.5323,GALAXY
23.66245,22.21099,20.63617,19.62254,19.20987,GALAXY
25.84035,21.20222,19.43911,18.71364,18.4384,GALAXY
20.15862,18.58759,17.83702,17.40645,17.12656,GALAXY
18.91234,17.19453,16.29519,15.87841,15.55555,GALAXY
23.20038,23.07554,21.04048,19.93023,19.51833,GALAXY
19.04267,18.73807,18.62799,18.65487,18.49063,QSO
20.05464,18.82862,17.83512,17.22506,16.84335,GALAXY
26.32501,22.96371,21.41129,20.43888,19.84723,GALAXY
24.4559,22.65765,20.76693,19.70344,19.08848,GALAXY
23.88747,21.87078,19.67675,19.00204,18.61338,GALAXY
22.07684,19.73645,18.12727,17.54085,17.17855,GALAXY
23.25057,22.64605,20.81812,19.99567,19.58618,GALAXY
20.10968,17.81906,17.07187,16.64924,16.39302,GALAXY
25.19049,22.91842,21.0665,19.94892,19.22895,GALAXY
20.66156,18.36815,17.23857,16.70324,16.31175,GALAXY
19.22765,18.08082,17.68032,17.4648,17.36082,GALAXY
19.45242,17.85345,17.06886,16.63265,16.35557,GALAXY
19.81781,18.48493,17.88557,17.46444,17.28463,GALAXY
24.35811,21.32124,19.45343,18.76238,18.30896,GALAXY
19.61855,18.1813,17.37749,16.89804,16.56016,GALAXY
23.22563,20.78807,19.02101,18.33984,17.93764,GALAXY
18.08883,16.13217,15.17689,14.73471,14.39303,GALAXY
20.9014,18.42654,17.27896,16.75717,16.37052,GALAXY
24.80103,22.22563,20.47107,19.5923,19.04176,GALAXY
21.07639,19.04299,17.62547,17.10057,16.73582,GALAXY
26.08763,21.93083,20.30268,19.43624,18.96502,GALAXY
21.1962,19.06056,17.72564,17.16147,16.77829,GALAXY
24.83771,22.85639,21.01994,19.975,19.64701,GALAXY
18.66479,17.33307,16.57034,16.11176,15.8189,GALAXY
18.75351,16.93266,16.06235,15.62801,15.29512,GALAXY
24.05745,22.7996,20.93311,19.94249,19.51326,GALAXY
18.44214,17.08504,16.5176,16.17832,15.94866,GALAXY
26.08042,21.73066,19.9119,19.04283,18.65915,GALAXY
25.59551,21.8303,20.00748,18.98896,18.38862,GALAXY
19.54199,17.9816,17.15263,16.69644,16.3836,GALAXY
19.614,18.50064,17.95629,17.62338,17.49513,GALAXY
23.5317,22.00856,20.13369,19.27975,18.79353,GALAXY
24.07306,22.51443,20.9035,20.00516,19.49244,GALAXY
25.87124,22.44964,20.92051,19.80672,19.26596,GALAXY
23.85792,21.26231,19.45142,18.77229,18.41652,GALAXY
22.67695,21.38022,21.42679,21.32524,20.70996,QSO
23.65229,22.82304,20.89165,19.86265,19.24566,GALAXY
23.47011,22.34858,20.62671,19.7296,19.32965,GALAXY
19.2093,17.28266,16.35978,15.95987,15.63836,GALAXY
20.51295,18.66663,17.48693,16.97098,16.6115,GALAXY
20.21056,18.38823,17.58059,17.17305,16.9308,GALAXY
26.3184,21.70386,20.06289,19.05889,18.63239,GALAXY
24.55196,22.50504,20.7605,19.77651,19.28994,GALAXY
22.54057,22.08326,20.76941,19.75953,19.37002,GALAXY
22.90471,22.1557,20.37435,19.49041,19.01497,GALAXY
19.06009,17.3177,16.42234,15.99022,15.65679,GALAXY
22.47146,21.41161,20.27511,19.33639,18.8394,GALAXY
25.74945,20.50289,18.8337,18.18961,17.75853,GALAXY
25.36411,20.56934,18.81404,18.19678,17.79321,GALAXY
24.35051,23.14264,21.10414,20.03654,19.67295,GALAXY
23.97758,22.74441,20.99901,19.90593,19.395,GALAXY
20.49947,18.84138,17.65203,17.14153,16.81485,GALAXY
19.48567,17.60044,16.59334,16.13709,15.7618,GALAXY
20.18369,18.07171,16.96107,16.49189,16.14559,GALAXY
23.92621,22.10074,20.71847,19.9153,19.64692,GALAXY
23.39018,22.34708,20.41329,19.42824,18.94748,GALAXY
20.11886,19.84967,19.69309,19.62116,19.3866,QSO
19.79616,18.35109,17.62161,17.23559,16.97593,GALAXY
22.69537,22.17616,22.12135,22.06676,21.86404,QSO
19.8499,18.56403,17.76491,17.26779,16.85636,GALAXY
18.7791,16.89827,16.04303,15.61045,15.28429,GALAXY
19.50593,18.24589,18.19254,18.20937,18.21592,GALAXY
21.20467,20.51319,20.06526,19.8552,19.75586,QSO
20.83778,18.78554,17.50392,16.98521,16.57672,GALAXY
22.18302,20.64647,20.03499,19.79159,19.68244,GALAXY
19.56854,17.71819,16.82445,16.40415,16.05711,GALAXY
20.06917,19.55757,19.37526,19.11876,19.05774,QSO
23.76608,22.69073,20.7571,19.81422,19.44842,GALAXY
19.6681,18.79465,18.73812,18.42497,18.46638,GALAXY
25.47357,17.0083,15.89784,15.1643,16.60863,GALAXY
20.45315,18.76832,17.93148,17.40459,17.09174,GALAXY
21.05925,18.34572,17.23641,16.77036,16.3267,GALAXY
18.92838,16.99103,16.00658,15.5509,15.22979,GALAXY
19.49371,17.67801,16.79416,16.38673,16.01004,GALAXY
18.87362,17.6617,17.09718,16.7502,16.50239,GALAXY
21.53872,19.05556,17.81716,17.27039,16.88881,GALAXY
20.35651,18.50808,17.53228,17.08781,16.74347,GALAXY
20.21344,18.22487,17.28094,16.86123,16.52522,GALAXY
24.62518,22.37485,20.40937,19.13911,18.57399,GALAXY
21.9648,21.39516,19.99603,19.16472,18.5563,GALAXY
19.64603,17.52104,16.25278,15.74834,15.35975,GALAXY
21.35986,19.47733,17.9717,17.33506,16.82237,GALAXY
22.08421,19.72279,17.85252,17.23015,16.85263,GALAXY
19.28741,17.2952,16.30328,15.86246,15.51992,GALAXY
20.29089,18.66466,17.72102,17.22257,16.91685,GALAXY
21.07395,18.74569,17.38376,16.88408,16.52648,GALAXY
22.76689,20.67623,18.94735,18.35333,18.05107,GALAXY
23.92559,21.14804,19.4382,18.71471,18.22675,GALAXY
18.51379,18.12115,18.10368,17.90931,17.91754,QSO
25.75364,22.34953,20.79195,19.5871,19.35624,GALAXY
24.88581,22.27021,20.77613,19.98596,19.52924,GALAXY
25.19139,23.53002,20.92203,19.66592,19.10578,GALAXY
22.20154,20.68713,20.02569,19.75894,19.46954,QSO
20.21022,18.25538,17.05015,16.54858,16.14674,GALAXY
22.78501,22.02706,20.89541,19.98626,19.62256,GALAXY
19.09319,18.74453,18.73828,18.6792,18.60568,QSO
21.98047,21.17711,21.03509,20.88373,20.8925,QSO
23.89561,22.79184,21.15488,19.98229,19.43126,GALAXY
23.15488,21.31037,21.13449,21.30249,21.04058,QSO
21.80811,19.14847,17.85258,17.34547,17.02258,GALAXY
21.84809,20.2671,19.85845,19.04136,18.83698,GALAXY
23.2355,21.99278,20.10002,19.19593,18.7168,GALAXY
22.99928,22.52346,20.50178,19.35468,18.81123,GALAXY
24.7718,21.05489,19.33246,18.62931,18.1876,GALAXY
25.3773,23.43525,21.05068,19.94903,19.43023,GALAXY
24.17814,21.93162,21.69919,21.63506,21.35868,QSO
25.13593,23.91318,21.17034,20.01496,19.57181,GALAXY
24.9435,22.52154,20.90659,20.08007,19.67511,GALAXY
22.11738,21.76203,20.32243,19.54277,19.03705,GALAXY
21.90683,21.0148,20.85211,20.70348,20.21078,QSO
20.53534,18.67268,17.80905,17.40965,17.10743,GALAXY
17.79815,17.67404,17.60916,17.5576,17.18205,QSO
22.53257,20.63215,18.84033,18.18749,17.82274,GALAXY
23.14664,20.88342,19.09537,18.44218,18.07268,GALAXY
25.33775,23.26749,20.29646,19.01115,18.53074,GALAXY
19.95908,19.62451,19.47379,19.14358,19.30789,QSO
26.34829,22.85461,21.22215,20.14565,19.60875,GALAXY
20.98352,18.96472,17.79423,17.33546,17.03593,GALAXY
24.29526,21.28187,19.40969,18.73283,18.30857,GALAXY
26.40279,22.35292,20.53911,19.46304,18.97541,GALAXY
19.37424,18.13686,17.48618,17.09461,16.8706,GALAXY
18.69511,16.91468,15.9436,15.44948,15.09096,GALAXY
17.01519,16.05414,15.58156,15.33475,15.19915,GALAXY
21.72556,19.4611,18.00992,17.48153,17.13151,GALAXY
21.2817,19.55031,18.04089,17.4712,17.10751,GALAXY
23.63013,19.97873,18.46732,17.85655,17.42543,GALAXY
